Employee_ID,Department,Satisfaction_Score,Engagement_Level,Flight_Risk,Absenteeism_Rate,eNPS_Score,Manager_Effectiveness,Career_Growth,Wellbeing_Index,Psychological_Safety
18,Customer Support,3.3211254434044584,9.780491807739233,Medium,1.8822944519872604,-19,2.007411203213103,1.1953008574798747,3.6363268306281062,5.623334790603
19,Engineering,2.5379882865105925,6.768748696107988,Low,11.591571294976188,-51,6.485553019044849,6.68069270254064,4.36186266682866,3.162363260490383
20,Marketing,7.017788979319879,8.40232507270925,Low,3.5539998735997296,-22,6.115887588974529,2.4725483986829957,7.02972931686991,2.122277024112429
21,Finance,9.364383902148273,2.192722054676636,Low,10.160896948333091,-22,8.127937300651388,6.0904317497323905,1.6478273661698954,6.275873495714581
22,HR,6.010866037125368,8.758130340453603,Low,8.486723322614946,-31,9.880188504553217,5.5352172284254,3.310125324852371,7.878301066217272
23,Marketing,6.144514205229099,9.30481471462055,Low,13.93717075817531,-74,3.2578612454449947,1.1216227807556431,7.425108400569382,9.938386932311445
24,Engineering,3.5198118429425573,5.3835572693704234,Low,5.80983776962971,-86,5.586908057233845,4.2657923529559305,5.320166588601588,7.824723554894667
25,Customer Support,7.925436398727432,6.456276439758797,Low,0.9924778325166067,-51,9.179788656871033,6.409820506566724,4.621542083329871,8.142691728300228
26,Finance,2.6833937370177106,7.883288208126959,Low,0.28733228326879356,-65,8.066708959805572,8.637458967089017,2.3631186016037304,6.548147904059177
27,Marketing,3.913113127638193,2.573547645343713,Low,12.402878414591298,-93,5.386656727907268,8.997779024528654,4.976641310299593,9.87330393073016
28,HR,4.828927947547751,5.523094688170982,Low,7.871034564921483,-22,9.508344846533001,5.354649730299009,7.936227736842105,6.759607466031134
29,HR,5.568493408160095,4.587967249950818,Low,11.628660777524239,30,1.5151302416512844,7.5558023856949434,3.3761156146470372,8.742279577597339
30,Sales,3.181687591735722,2.317365929460242,Low,3.5163840001727205,89,9.378987577413255,3.848091188801119,1.0485868796530968,9.512061816168602
31,Sales,2.033531422652832,4.307809800623783,High,5.176256182698506,-54,1.454566531445259,4.079677651827917,7.016544110358845,9.368726504505048
32,Engineering,6.495580381974693,1.6135507844694421,Low,0.4515580831697841,4,5.925742697032159,2.750171672640824,9.753639439892973,4.432738094050208
33,Marketing,3.597674979162302,1.232307162545383,Medium,14.422384868611683,-3,9.013968532009772,6.057532989939154,6.461439072297246,1.707958524828328
34,Marketing,6.231143992803511,2.2164966023934047,Low,10.018018600512201,-5,3.3644884920517253,3.831077358346287,2.079296730344171,2.5468633228532216
35,Customer Support,2.389264437467821,9.668036004302564,Medium,13.998076316389593,88,5.250236490506427,1.7593380679465453,3.8865978311020575,1.5330097485694671
36,Customer Support,5.330260916693358,5.945765823055153,Medium,3.9824461114360847,59,3.9189599122326997,7.165054779968608,8.80877453248201,1.9485724134622604
37,Customer Support,5.793304892964272,9.69239945037898,Low,9.171954168384913,15,9.569295253687162,7.369778868448583,3.0931126683114574,2.6618612130432786
38,Sales,1.4664118314018422,4.892480904971188,High,10.177499524389567,-88,8.412810352777818,4.239931769011521,6.469263131478472,4.069848849286616
39,Marketing,4.029438503745285,3.806345197767336,Low,4.763245503863827,-100,7.381013601937416,1.6905105951042052,4.62404087428598,5.891856819175683
40,Marketing,2.209732092450768,5.555276765562197,Low,12.72163852523445,-67,6.288642879535979,4.836679456630833,2.870593492776841,7.405138534195774
41,HR,1.5703747342549097,4.955605197696191,Medium,14.207421943503718,89,8.385326103917333,4.981019122451939,8.320662042082116,2.8983460249586073
42,Sales,9.909642091509507,1.9509821583556952,Medium,13.272826765440065,-22,4.530403373711923,7.018037964081037,7.685481488191212,7.052701638143255
43,Finance,3.9011846047725065,6.767436832211856,Low,11.086004639090588,-23,5.027966695954557,3.8387475213281514,6.954319593633389,7.338331670521777
44,Sales,8.288870012691714,2.9443436425863965,Low,4.161970195874311,20,7.570015489727753,7.143393518031749,3.127029312418761,6.027601031795705
45,Finance,3.2917658928738747,6.576291594080466,Low,4.224240631584476,-8,4.219792869643428,8.843396875816495,1.8807130244480503,9.132560828188396
46,HR,7.133524500015364,6.85180983158338,Low,14.45040480669057,-3,1.5751084784353644,3.1373743812597983,6.185433968433696,1.9989533252962959
47,Engineering,7.842050739007179,2.368223678157833,Medium,0.15426743903538043,-19,1.6690114799746432,9.810276005079098,5.9831005018549,2.5940931184217755
48,Marketing,6.360748665470599,1.5521466439960134,Low,10.740749598632167,98,2.0382652117513347,4.4773132342312625,2.695465084013857,4.857983419505364
49,HR,5.244185696951425,8.026854274615959,Low,10.593692438328933,58,8.827131910092966,3.4053281663235557,1.5062202488365524,2.1404146171081497
50,Marketing,4.706568227325417,5.138203813923882,Low,9.340343114246961,91,5.250037831805839,4.793600642592615,1.7263760877458738,6.096665293516787
51,Customer Support,4.139814398886958,1.523474159549282,Low,14.851632691302987,52,7.415941324102628,1.8495772831347326,9.934938878614604,4.58560419948482
52,Engineering,9.365762298230432,9.953796854527905,Low,4.678191536455879,-63,4.53618402044404,2.131353158609041,8.052255052685954,3.561362150823266
53,Engineering,8.475574670089562,1.5200250489672997,Medium,5.099577956898723,-87,3.3283985267407106,4.729906422714983,9.297887283686553,2.5299083171587355
54,HR,9.685242195998613,7.255317059726979,High,1.1840910441983332,35,4.124729508059907,7.862000697451901,2.75549250012727,4.018044145133892
55,Engineering,2.1186750113699024,9.853110327370722,Medium,6.641972048156061,-10,8.147641107854653,9.102810156170419,9.645116826910916,6.471634157491078
56,Finance,7.577807276832798,3.1526209379433308,Low,3.915727893522721,-47,6.626945125282944,6.983361916446438,2.2838891632584586,6.182066898004704
57,Engineering,9.44506411138934,2.2802443181847654,Medium,5.150800532664663,29,9.438758019621119,1.9469759971435274,5.5817364570982395,2.4726160018921046
58,Marketing,2.6310975954909415,2.09246445480186,Medium,12.518576853834414,0,7.117343007191506,7.048177859624816,8.467261159753576,2.124278296665701
59,Marketing,1.5984664063009975,3.72947632810836,Medium,14.032267702912437,-12,6.131634685792245,6.718851286326747,4.148230190604215,1.2400908634798529
60,Marketing,7.670085843610531,1.9094122990958202,Low,2.7859960800777843,-45,6.49176408087251,8.251875264639981,4.823456798592105,1.1118303441453903
61,Marketing,6.170258018619207,7.229452075247187,Low,5.587633973301988,-7,9.481342955215732,8.427237999869629,2.153665992691881,8.918293921477167
62,Finance,8.576458990824449,1.5606261831705641,Low,13.929458431730911,-8,8.093808368800355,8.81382768201081,2.1062969199907546,1.4057997040485093
63,Sales,2.2579513896366055,5.584799153348108,Low,0.9271269103383395,-17,1.2163711362979404,4.727183631211885,6.5761140230079365,7.5809899888592165
64,Customer Support,8.15740580673901,9.970271684676792,Low,1.3854079216706778,-16,5.807257265221275,7.280779558169298,7.0797913175805105,8.847865866204614
65,HR,2.8146458804297008,8.325732425554168,Low,2.4418648380934407,88,7.195045703919083,3.4142532303007966,7.995992626739739,1.8825206370621181
66,Marketing,2.4729034857913406,6.536974944079098,Low,8.928192511903122,-79,7.738286305952395,9.994026519851538,6.010138474135782,4.926712814497159
67,Engineering,2.4783921813789362,3.756282587079505,Medium,2.257084065089962,-66,2.9182790738254303,2.5780081723917396,6.811833630351753,9.66072684856849
68,Marketing,8.33117248208244,6.6150625266247465,Low,14.521145721761002,-85,8.80459619006217,1.0910298849475222,1.1216554452974805,8.507247944712265
69,Engineering,6.986774986265801,5.743373175204865,Low,6.700717908877805,-51,9.602588324576473,2.339278430663584,2.4595365442346924,5.407336286720695
70,Customer Support,5.707588822922074,4.834750455013343,High,7.522769405252496,21,3.130437752603828,7.9828506058971405,9.864232894152142,7.863140015123976
71,Customer Support,4.229474357111522,2.1763933906617954,High,3.699879237081097,27,8.943539117655213,5.021053088573903,1.6839415568424863,8.500398619884976
72,Customer Support,8.894804867317974,8.9794379371642,Medium,7.0644037865210025,12,1.8728088626448585,5.027502230293854,7.109094000342204,4.132242668698474
73,Engineering,4.532005966803719,5.048061839391902,High,9.928704489555173,70,1.5013615250372068,9.595206276505017,2.584743697285446,9.029376251829648
74,Marketing,8.349394955244193,2.7516026063868857,Low,11.267657054310641,-84,2.1630142009247444,9.276714172252667,7.450467271908777,5.234259877094411
75,Customer Support,4.952214177131966,4.309834157895606,High,11.308021240648696,-21,1.519669715203324,3.800752640236083,7.353913626657941,5.75026627202947
76,Finance,4.392499864824169,4.727167772760343,Low,8.668366690411325,85,8.605110134401983,2.8815231590277954,3.107791538092812,9.99736874039648
77,Engineering,5.164118071026458,8.447841060101869,Low,13.565396624907859,29,1.5314513001244476,8.636339889403658,3.4267095929728377,8.589726695369452
78,Engineering,3.7124008674772786,7.6025294250526185,Low,12.261117709591641,31,3.4449777222728994,9.15417163939927,6.892936422418795,4.25593005195682
79,Marketing,7.72848442158626,7.923744042772058,Low,11.355721720479382,-16,1.9338070918227075,5.874372305186382,4.510774349021923,1.0931103682542995
80,Engineering,5.5244835108323125,1.099281379857825,Low,0.8340828252069094,66,3.6587983268238844,6.664813400053904,2.7509317272992018,6.635566664145052
81,Engineering,3.0899142563213555,4.745385983617854,Medium,0.10316943329473971,-7,1.8150352084082844,3.3122285622306404,7.585116389087336,7.33522083515297
82,Customer Support,9.096171159471115,5.332097364717913,Medium,3.1867091579320945,33,7.012029256687127,8.207224191806722,2.3873277190270077,6.857224211290417
83,Marketing,4.455020992358903,1.1727304914075103,Low,9.952853908701783,-20,2.1999413470831763,6.689101856041208,8.70079297730452,9.710761160468918
84,Customer Support,5.891975750025898,3.3383188787053077,Low,6.167962333238187,-32,8.666613332549991,5.5316216016819695,5.632025716466448,8.7667392459893
85,Customer Support,9.158248998680923,7.842608408099215,Medium,6.036093889489676,-32,8.354719456539769,1.5409770047055624,1.9513054349137062,5.039485238625836
86,Marketing,6.618141963225929,2.2339873515609914,Medium,13.268803323444207,47,1.1229551692354849,9.243414662600383,7.24665100177886,1.5657173872514285
87,HR,2.0520823663752767,5.817791183073325,Low,13.433442721977581,91,9.061537199636032,6.539062783459654,5.6724673561708645,5.2845289255179715
88,Customer Support,9.458489112521276,2.9368168481551375,Medium,13.637628960803786,-85,1.2604988506903037,2.734219852236712,3.682518146153286,7.2031961796582085
89,Finance,6.6493724776427605,1.1090869717950396,Low,4.70817114772541,-50,3.1568120646180096,6.457475052847475,4.802854422014693,6.469388274043041
90,Finance,4.014150531913775,3.1708131183958734,Low,10.365837191088927,4,1.2915022399839555,7.097170188159761,3.685039692287489,5.843233609397964
91,Engineering,2.2534486539704854,9.782863794190485,High,4.074497719115545,64,4.022591383353844,5.73193303014903,3.3672325216850565,5.219370622137172
92,Finance,8.146226703432664,8.213834006946907,Low,2.859147496116747,100,5.624798731419444,7.462915641604202,2.47247578759341,3.643856857246477
93,Engineering,6.580654803356621,9.636189798889301,Low,2.769486860210538,96,8.169803821136242,6.233085531357618,4.264904198237283,3.496120855521663
94,HR,5.801149827786894,5.390686395337262,Medium,5.131614312953911,69,4.041833954228525,9.529926238289335,3.2588848568446367,5.502083310332217
95,Marketing,9.045033247458619,1.9876257880975317,Medium,6.4493642966973255,84,7.349410222058051,1.4832737073937614,7.150910383485254,2.445428317866841
96,Marketing,8.097374901020777,5.931635400763237,Low,12.464237565826025,-35,2.6875401140708233,1.9562113762260445,7.154890670469757,4.066168812173214
97,Marketing,2.365073917594761,5.089396011039648,Low,1.7983664020906813,-92,7.755386110697137,2.5630447325890584,5.516562183000746,3.915813472390896
98,Finance,3.805498610159934,8.599213744656543,Low,11.023887710923413,6,3.123969453183138,7.21153963543899,8.001500747232889,6.284195214257808
99,HR,3.236402258330192,1.8827432270582012,Medium,7.97182371283958,-1,2.2919028034939113,6.810362854748278,8.572057471054434,1.6001407032672212
100,Finance,7.695516633154092,5.394170233196004,Low,4.3191801401398875,-15,2.668679653366489,9.028529741887246,6.217898116908458,8.467018122385856
101,Finance,1.3017919126220145,2.3504379822458583,Low,7.392293767992369,-37,2.6385681599366984,7.595897075955086,6.570416464870903,6.061405423459619
102,HR,6.129007163841849,3.9220833420105397,High,4.499131046655339,-79,5.61576591439292,5.57519938808133,3.5459731880772867,7.037440126983418
103,HR,7.862128171666215,7.636213696490197,Low,8.94122932857459,61,8.603178230693315,9.926486132172673,9.053822806349679,7.327845133834895
104,HR,8.890890730855745,5.284163164318898,Low,6.507658842828663,82,1.7164456929325507,3.3949716055236925,1.2178543998027684,3.6233572315828284
105,HR,4.078735738443167,4.382994566311924,Low,2.466082936183181,56,7.362606866440804,8.498724938069085,4.137422224985611,5.233344106463798
106,Marketing,8.391315742048116,4.550286507130318,Medium,1.748746118335451,65,6.889118136875719,4.8411133497452745,7.4962037939487045,9.606213602827005
107,Sales,1.995685632596865,5.13502091565388,Low,8.200435231081952,9,8.85267956646426,6.838616249881608,1.7208055870404513,7.900347141971334
108,Sales,8.618070625610663,8.065148894533511,Low,13.536195499291551,-4,3.1973280445621652,7.545416234071906,2.6485257468546335,9.726011877008668
109,HR,2.147397960987842,9.02876220046211,Medium,5.159365298365283,-83,5.050988728165267,6.703786784713027,6.3035715507656604,7.716289106316594
110,Sales,4.575585615043305,9.598012178535354,Low,10.995001608339349,-30,9.332446369991656,2.2645657279773395,6.039943043172022,2.5804012573766566
111,Sales,8.175658292015981,8.082130476297657,Low,9.879920324096505,92,6.939941051217855,4.986559096731394,7.650354665178595,1.5808229546020862
112,HR,2.349256846138964,3.8386620617321148,Low,13.973323714642214,26,4.498915715754372,6.052945401398119,8.313513751793547,6.198952930476973
113,Sales,3.0632625570937733,7.193212354778879,Low,12.314715259487112,-4,2.182711445697416,8.64139383260737,2.157216206605022,4.220319517323486
114,Finance,7.500273115537596,4.938428116498527,Low,8.499078883581944,-100,3.3623650711053195,4.992811739187151,1.1654289079771785,3.4791211912435323
115,Engineering,7.480328828914669,3.2920355984144605,Low,9.85545747351161,31,6.23093929740445,9.268725743238264,7.206746676930155,8.264898967828756
116,Engineering,6.770328695967676,8.567844214833304,Low,13.475796998760522,-97,7.463511528044624,4.9633680072268955,3.712526161897233,4.302939403737526
117,HR,7.2455360002039,1.345837140660925,Low,5.992781768804022,24,2.1197969816670414,5.939018733367105,6.633855225261582,3.853008727608735
118,Marketing,5.884519990128366,9.115857929218812,Medium,4.901920587866661,-19,6.396375340396486,8.166571146485209,2.3549012925600223,8.649888338521095
119,HR,3.266191530162575,5.153297181622607,High,0.1621662545279451,-74,5.953161509548759,6.247609159799293,5.221360419993666,8.61658602837814
120,Marketing,4.111263941535275,6.7348132912745236,Medium,12.398266112871964,70,5.625599020216372,9.641962651445422,5.539822714570932,4.207299739795509
121,Engineering,2.634379451212831,6.934185299852045,Medium,12.014710506050474,-42,7.211108059138072,6.943022474627148,6.265700347358945,8.492488308873696
122,HR,9.176055052002654,9.056059666358827,Low,1.5668177715022709,-69,8.537046355751157,5.70438508660841,5.618530146975079,8.657006412993944
123,Customer Support,6.250526152895084,6.730027139504866,High,8.652860716990503,60,3.9069071485918156,1.2123277100271628,5.461216932058425,4.815374815266996
124,Finance,4.607662750872759,6.525402262840556,Low,6.959725472503311,-73,9.001109710998636,4.723596078222968,3.9946073858546995,1.5982581718825442
125,Sales,5.1580522327971945,1.5998683650462096,High,1.780636432636672,5,2.4457025135669563,3.693235773341444,1.640622126862776,1.014261800197061
126,Marketing,9.525550056506338,5.6656721975068365,High,14.708523405910853,4,2.557214827760479,7.732951010987403,1.8056817711715807,5.709632166000955
127,Customer Support,2.380162628044722,2.3515210073533748,Medium,3.2204383119503315,82,3.4009485726153152,2.874499076381912,4.9040044696643825,4.096679440333201
128,Sales,6.276068488151175,7.6369039184933705,High,1.0085127013584172,87,2.0757778259237005,2.8469807856466463,4.2021381503889375,9.974187047425294
129,Sales,5.5529981099601935,5.60999728731407,Low,8.922710692528643,-31,3.072873022145898,2.7056713891363913,5.64521324207048,7.951698996645558
130,HR,6.503088118911831,7.12205001287518,Low,11.08300015699549,-39,1.9577058661256013,2.1305405184061232,3.7435435233064025,7.851479107153713
131,Sales,1.1629916543875645,1.3750561054214585,Low,0.48665169070780445,-67,8.395771752868512,3.799063033037987,7.191190823097919,9.597184914586093
132,Finance,8.849115180497364,1.7631281444122289,Low,9.880764580905332,-14,2.2507209269796213,8.973299029990827,8.775593398085595,8.989519581039886
133,Customer Support,9.38906454235251,7.4469104925641405,Low,7.984378139271817,13,7.725678018038711,7.974356250753595,3.6897686990818093,3.8636873151074984
134,Sales,6.086198652302881,1.6487590239880603,Medium,1.5489751331257262,5,1.4312248112200037,7.617260946761141,2.7368560714512573,2.4938849944348873
135,HR,7.26985741489203,1.6413105498873275,High,2.587858154195431,-45,9.536682947625236,8.176031250849665,2.045625168286802,7.71303038558934
136,Finance,9.302494430595662,1.108976277113987,Low,8.519614459741208,12,7.400440787749895,3.424761003966145,6.546286365137312,4.404465043145857
137,Engineering,7.3651477088205874,9.60851258469532,Medium,4.445364202699325,-88,1.061168937275006,8.98697521677239,4.994703920265124,5.258553864678608
138,Customer Support,2.3728513862283522,7.637575235131062,High,14.07473592976974,83,7.874708501801926,2.2357303762744394,2.6921414547666007,6.673579581473442
139,Sales,6.186595241501319,4.179262676518578,High,12.281103442260761,-83,5.6267372868956675,4.027111540440238,6.878230599626699,9.170854092417166
140,HR,6.460435417445703,3.668820231588897,High,14.753508097704945,81,8.014286533016078,6.280733070706086,2.3363486470475596,4.7717897830386935
141,Engineering,4.817176041721474,4.147329067712646,Low,3.89506258425621,12,5.702471280015296,1.9261457950780057,5.9887063526315725,8.049852011974252
142,Engineering,7.627998120622506,7.971881780630636,High,14.545854491969655,70,6.769223718718192,7.571171689987824,5.7443354346273825,3.415058121471917
143,Marketing,9.409303132921133,6.95233549963373,Medium,6.468508046873368,-62,8.076984898555363,4.485214433831275,7.60805021067475,7.2817461183125225
144,Finance,9.330116616160987,2.6667601108072114,Low,5.21278192970632,88,4.64597249129071,8.0596509904756,1.4959867594660008,1.0142147897012068
145,Sales,5.057554342637189,2.5669840180067593,Low,0.7552429045402986,69,1.024373348384069,5.436066570261425,8.990856386661973,8.843564921415712
146,HR,2.019142412566797,1.8855608474205758,Medium,0.7914788678940393,-22,8.649518463506695,2.627870719828027,7.326925535321376,1.2734162195901626
147,Marketing,9.863570790661012,6.942724477312043,Low,10.38016883919982,45,4.428013263621963,7.612856302198099,2.94513398513886,7.414783792863258
148,Finance,8.550082778013408,7.8793539599956235,Medium,6.868934916510419,50,5.464384534149247,3.269295602550492,2.650648137487657,1.416323703351555
149,Marketing,2.1219641308294017,3.385417854925036,Medium,3.3978243905415857,81,1.0698997793857186,5.417292711412386,4.884941927294051,3.396211294546031
150,Customer Support,9.28757694355635,1.1885046492782152,Low,9.20955459487849,-71,5.428828093150882,1.6797994224121684,8.358087965901372,5.474821632008978
151,Finance,8.829067258559155,1.739545007287846,Low,3.7928717737516675,-3,9.878386614145565,6.56079988970833,8.586549938251963,4.779448168134143
152,Finance,5.669542514134649,9.710740313605275,Medium,8.66447631516634,-43,3.5044089473689266,6.992719895946495,5.684104829254448,2.7265250314090954
153,Sales,6.321478921704363,3.659002997296782,Low,5.388131204740355,95,4.558764432181403,4.408067889755052,8.747297764180637,4.004334205383136
154,Finance,4.591024334831173,7.923008330543203,Low,12.353283399177286,-34,7.1847099682180895,9.589805022889665,1.0489933827252151,7.549357330548704
155,Marketing,1.492854749398282,6.621972119688374,Low,12.31044241150169,-30,8.333143007712927,8.867520293338615,1.3165716837843695,7.023313833216834
156,Finance,4.016775174813109,4.437456756876063,Low,7.16025597183602,45,4.756524616054903,7.371468241659953,9.206394342730684,1.6463312538752413
157,Sales,8.225681037382103,2.851185359759996,High,5.262286640025234,5,3.787019833611633,7.422868670443684,7.977987368973245,7.725842430155977
158,Sales,1.0416882070414257,2.092477763434658,Low,5.438396948386418,-94,9.440432199865604,3.271615434479361,5.0563545242534715,1.477412930773255
159,Customer Support,4.001492545220298,6.5351167123498,Medium,12.085717885023268,-61,7.094304700045023,6.9113370797960405,7.782491183301884,5.88633750189806
160,Marketing,4.58351824231849,7.971704025740092,Low,4.92269224196418,-31,2.0711917404382696,2.783856387119677,9.600755155510795,3.3405647323797156
161,Engineering,5.836560426441306,6.795138281870176,Low,3.1358906056026905,92,1.6203509032118375,2.296029015278399,7.948805714931566,6.28921114803837
162,Engineering,9.278700547714845,5.772719199242425,Medium,1.2703251281296024,-33,5.351948657113321,9.995211047823222,8.581342004364899,3.351955563468117
163,Finance,4.1171139492936515,1.3775610108847265,Medium,7.000396813266126,-52,2.980810594425452,6.601383383258567,7.845459232510556,9.86462172663248
164,Customer Support,4.122578817066049,9.716398998349455,Low,7.231981483797628,-49,3.285862780386281,4.878890853914715,2.5138998319018744,3.7875536535477865
165,HR,7.637511232987736,8.18842772489117,Low,12.613630656043608,13,8.899229609450634,3.593480705955562,8.50216698681163,3.177645721070464
166,Finance,5.069961468008264,3.6353983303086825,Low,3.3185804466909596,6,1.806094218846796,6.435283992960047,2.7559793802178905,3.5061876182381138
167,Customer Support,3.021443406459838,9.819732964229656,Low,5.714869105025999,-72,7.438277037060007,1.4463415739807752,9.033501952397323,9.068255715333658
168,Marketing,5.07195564519424,6.416934306726899,Medium,12.126086083405363,48,3.4402802804252923,1.8521289145431554,5.127849082729683,6.725969458024103
169,Marketing,2.2677131834181985,6.241803923865218,Low,12.354354161234603,-23,7.84295399263724,1.295710279663567,7.092790770799256,7.576156876786988
170,Marketing,2.58748287855601,7.732658614865789,Low,5.7691661396815235,-92,7.501702460171901,5.492528499363956,5.4751676309257915,9.262094590849154
171,Marketing,5.4853099546553175,8.305928092811238,Low,6.886860349300213,74,1.0665271129986373,6.405459662684643,1.8459183647494184,9.206852363605067
172,Marketing,4.770329045540931,6.9083074659835235,High,4.549288362739244,-25,5.582218716294392,1.5623178522203878,3.616500768585986,7.6505126192085475
173,Customer Support,9.2336131096129,2.1528617172958002,High,13.988323176289681,-59,2.2538753414024173,7.491020207490249,9.853586685973054,2.7804198595719063
174,Customer Support,4.261545092049698,4.044407553950485,Low,1.7796564861237045,78,8.796043275208092,3.07355564363108,9.646432765028356,8.59035988607505
175,Sales,6.225295152502391,9.352752762934447,Medium,14.006241345022051,83,8.84427294576166,7.166813083928795,3.8843820788999253,2.8339843077195734
176,Engineering,6.690378591275773,3.0215405065946674,Low,10.257996777530149,78,4.765112267443822,9.83707426031721,9.966671238207033,7.686089326885887
177,Marketing,1.1178501092950026,4.34950321453762,Low,7.973582290300968,97,4.999560566059725,7.219952830484661,8.609960759472097,7.170427598903869
178,HR,6.971836348150395,4.888691946497763,Medium,0.4898859117674381,27,3.7295464546407437,8.948737476312477,6.4986354948902925,7.8299996512640195
179,Customer Support,2.6023237018277627,4.95464490725007,High,7.133942877330124,-81,7.449456690640279,9.533786560687606,1.3611215823490854,5.794171126424342
180,HR,9.649632857225097,6.5164562424507295,High,6.116221575040984,54,4.227952267238132,5.38075943517084,9.113021465845415,6.748535640242976
181,HR,2.3379645497780164,9.487682539702368,Low,2.4182821796268383,65,3.410132270703704,7.320924814777362,6.016863513378878,9.579880723908298
182,HR,4.731617113543214,3.1662344064925447,Low,9.846144052509853,-29,4.890079535540574,8.667723282002576,8.816285360824926,1.9097973475679342
183,Sales,1.7681470127077947,2.0935123867082623,Medium,14.567263610524288,-36,1.8233876654871284,4.209480215869475,8.50986207915168,3.7796254730345797
184,Customer Support,9.971868266613527,2.777234408739436,Low,8.432832165967877,81,7.719428841797835,3.352575849043554,8.497055936809776,6.502213117885442
185,HR,5.519755092981184,8.982324101883425,Low,10.721299146659188,12,1.1133676114460827,9.519387155005049,7.283564746434146,9.676487171183403
186,Marketing,6.358465155880394,6.812297313896854,Low,1.0267567884902518,-77,6.800365553685346,7.536731503319362,3.6227362480844376,1.8601700289634104
187,Finance,1.6036882964958474,3.573161103152441,Medium,6.265004937254921,27,2.645780740793852,2.977139200382437,4.025442319700678,1.2029429937707778
188,HR,7.7496442335926,8.343522450717554,Low,1.745377277467438,74,3.091636415929718,5.041750534085021,3.776222913244177,1.501746386232952
189,Sales,2.889150337860272,8.752329967270924,Low,9.191937533047657,98,6.72068798776036,8.168065925840285,1.1804139957930824,1.4716511781507893
190,Customer Support,9.082488604966423,8.618629048212503,High,14.077232373212318,-18,9.936491192046164,5.923566918265979,6.243120182933301,9.17034271999664
191,Sales,2.8462567643380643,9.27033880275599,Low,9.926665987074578,-38,7.999457401652956,6.849568883493001,7.289503034014295,7.491321171404422
192,HR,2.716189485972999,3.270169181560254,Low,1.152045724716323,84,3.032556690010528,7.7839138184054715,8.68479394172683,7.093957295766504
193,Customer Support,1.328947010632854,7.795377358716505,Low,5.319993074776242,82,2.584222795370204,6.598082699280825,2.261488900444573,5.703155382356286
194,Finance,5.248602505989993,5.14485547546726,Low,8.259950691612772,-41,8.796095832409033,5.860713897299762,5.897648340791216,8.037573552749368
195,HR,6.083570199363548,8.577986976010553,Low,6.048116341998783,-2,4.997655531293539,7.746528559489961,1.0720732660640457,2.4008319348543172
196,Sales,1.5913777548551713,7.5564160944545185,Low,12.504660157127585,-39,2.2334752254533994,7.548067318889807,1.8558428293965652,4.527470708095937
197,Engineering,7.9797485502550956,7.9880270184975215,Medium,12.220065070649838,-71,8.759902809897444,6.66885160164861,1.4879056978539376,5.4100382568790915
